TRIP_ID,DAY_OF_WEEK,DATE,UNICORN,STOP_ID,STOP_SEQUENCE,STOP_NAME,SHAPE_DIST_TRAVELED,DELAY
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U1502Z2,14,"Dolní Břežany,Náměstí",13.17849,98.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U1501Z2,15,"Dolní Břežany,Na kopečku",13.80006,32.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U545Z2,16,Písnice,16.55734,45.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U546Z2,17,Ke Březině,16.93703,29.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U871Z2,18,Lipovická,17.13697,11.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U369Z2,19,Sídliště Písnice,17.63851,21.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U783Z2,20,U Libušské sokolovny,18.11122,40.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U335Z2,21,Libuš,18.48122,66.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U804Z2,22,U Zvoničky,18.79189,39.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U194Z2,23,Jalodvorská,19.15075,30.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U749Z2,24,Tempo,20.01962,43.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U656Z2,25,Sídliště Krč,20.35845,38.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U893Z4,26,Zálesí,20.82245,67.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U488Z7,27,Nemocnice Krč,21.37531,99.0
331_241_200302,Wednesday,2020-05-06,331_241_200302_06_May,U228Z5,28,Kačerov,22.73844,101.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U1502Z2,7,"Dolní Břežany,Náměstí",5.53295,120.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U1501Z2,8,"Dolní Břežany,Na kopečku",6.15451,155.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U545Z2,9,Písnice,8.91179,149.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U546Z2,10,Ke Březině,9.29149,120.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U871Z2,11,Lipovická,9.49142,75.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U369Z2,12,Sídliště Písnice,9.99296,82.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U783Z2,13,U Libušské sokolovny,10.46567,75.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U335Z2,14,Libuš,10.83568,100.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U804Z2,15,U Zvoničky,11.146339999999999,111.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U194Z2,16,Jalodvorská,11.50521,78.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U749Z2,17,Tempo,12.374080000000001,38.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U656Z2,18,Sídliště Krč,12.71291,7.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U893Z4,19,Zálesí,13.1769,1.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U488Z7,20,Nemocnice Krč,13.72976,-5.0
333_557_200302,Wednesday,2020-05-06,333_557_200302_06_May,U228Z5,21,Kačerov,15.092889999999999,-3.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U1502Z2,14,"Dolní Břežany,Náměstí",13.17849,48.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U1501Z2,15,"Dolní Břežany,Na kopečku",13.80006,27.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U545Z2,16,Písnice,16.55734,30.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U546Z2,17,Ke Březině,16.93703,20.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U871Z2,18,Lipovická,17.13697,-10.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U369Z2,19,Sídliště Písnice,17.63851,4.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U783Z2,20,U Libušské sokolovny,18.11122,15.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U335Z2,21,Libuš,18.48122,20.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U804Z2,22,U Zvoničky,18.79189,69.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U194Z2,23,Jalodvorská,19.15075,66.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U749Z2,24,Tempo,20.01962,24.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U656Z2,25,Sídliště Krč,20.35845,13.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U893Z4,26,Zálesí,20.82245,18.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U488Z7,27,Nemocnice Krč,21.37531,-21.0
331_243_200302,Wednesday,2020-05-06,331_243_200302_06_May,U228Z5,28,Kačerov,22.73844,40.0
333_1064_200302,Wednesday,2020-05-06,333_1064_200302_06_May,U1502Z2,14,"Dolní Břežany,Náměstí",9.387839999999999,-13.0
333_1064_200302,Wednesday,2020-05-06,333_1064_200302_06_May,U1501Z2,15,"Dolní Břežany,Na kopečku",10.00941,-20.0
333_1064_200302,Wednesday,2020-05-06,333_1064_200302_06_May,U545Z2,16,Písnice,12.766689999999999,25.0
333_1064_200302,Wednesday,2020-05-06,333_1064_200302_06_May,U546Z2,17,Ke Březině,13.14639,27.0
333_1064_200302,Wednesday,2020-05-06,333_1064_200302_06_May,U871Z2,18,Lipovická,13.34632,-18.0
333_1064_200302,Wednesday,2020-05-06,333_1064_200302_06_May,U369Z2,19,Sídliště Písnice,13.84786,-16.0
333_1064_200302,Wednesday,2020-05-06,333_1064_200302_06_May,U783Z2,20,U Libušské sokolovny,14.320570000000002,-11.0
333_1064_200302,Wednesday,2020-05-06,333_1064_200302_06_May,U335Z2,21,Libuš,14.690570000000001,14.0
333_1064_200302,Wednesday,2020-05-06,333_1064_200302_06_May,U804Z2,22,U Zvoničky,15.00124,-19.0
333_1064_200302,Wednesday,2020-05-06,333_1064_200302_06_May,U194Z2,23,Jalodvorská,15.3601,-19.0
333_1064_200302,Wednesday,2020-05-06,333_1064_200302_06_May,U749Z2,24,Tempo,16.22898,-47.0
333_1064_200302,Wednesday,2020-05-06,333_1064_200302_06_May,U656Z2,25,Sídliště Krč,16.56781,0.0
