TRIP_ID,DAY_OF_WEEK,DATE,UNICORN,STOP_ID,STOP_SEQUENCE,STOP_NAME,SHAPE_DIST_TRAVELED,DELAY
333_715_200302,Tuesday,2020-04-28,333_715_200302_28_Apr,U335Z2,9,Libuš,5.46109,108.0
333_715_200302,Tuesday,2020-04-28,333_715_200302_28_Apr,U804Z2,10,U Zvoničky,5.77175,104.0
333_715_200302,Tuesday,2020-04-28,333_715_200302_28_Apr,U194Z2,11,Jalodvorská,6.1306199999999995,78.0
333_715_200302,Tuesday,2020-04-28,333_715_200302_28_Apr,U749Z2,12,Tempo,6.99949,29.0
333_715_200302,Tuesday,2020-04-28,333_715_200302_28_Apr,U656Z2,13,Sídliště Krč,7.3383199999999995,39.0
333_715_200302,Tuesday,2020-04-28,333_715_200302_28_Apr,U893Z4,14,Zálesí,7.80231,15.0
333_715_200302,Tuesday,2020-04-28,333_715_200302_28_Apr,U488Z7,15,Nemocnice Krč,8.35517,20.0
333_715_200302,Tuesday,2020-04-28,333_715_200302_28_Apr,U228Z5,16,Kačerov,9.71831,-65.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U1502Z2,2,"Dolní Břežany,Náměstí",0.15836,-9.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U1501Z2,3,"Dolní Břežany,Na kopečku",0.77992,4.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U545Z2,4,Písnice,3.53721,-2.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U546Z2,5,Ke Březině,3.9169,-12.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U871Z2,6,Lipovická,4.11683,-12.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U369Z2,7,Sídliště Písnice,4.61837,36.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U783Z2,8,U Libušské sokolovny,5.091080000000001,46.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U335Z2,9,Libuš,5.46109,67.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U804Z2,10,U Zvoničky,5.77175,43.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U194Z2,11,Jalodvorská,6.1306199999999995,30.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U749Z2,12,Tempo,6.99949,46.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U656Z2,13,Sídliště Krč,7.3383199999999995,39.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U893Z4,14,Zálesí,7.80231,68.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U488Z7,15,Nemocnice Krč,8.35517,24.0
333_751_200302,Tuesday,2020-04-28,333_751_200302_28_Apr,U228Z5,16,Kačerov,9.71831,48.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U1502Z2,8,"Dolní Břežany,Náměstí",4.60988,-42.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U1501Z2,9,"Dolní Břežany,Na kopečku",5.23144,-2.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U545Z2,10,Písnice,7.98873,-5.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U546Z2,11,Ke Březině,8.36842,-5.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U871Z2,12,Lipovická,8.56835,-16.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U369Z2,13,Sídliště Písnice,9.06989,13.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U783Z2,14,U Libušské sokolovny,9.54261,-21.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U335Z2,15,Libuš,9.91261,40.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U804Z2,16,U Zvoničky,10.22327,29.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U194Z2,17,Jalodvorská,10.582139999999999,6.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U749Z2,18,Tempo,11.45101,1.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U656Z2,19,Sídliště Krč,11.78984,-3.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U893Z4,20,Zálesí,12.25383,0.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U488Z7,21,Nemocnice Krč,12.80669,3.0
331_260_200302,Tuesday,2020-04-28,331_260_200302_28_Apr,U228Z5,22,Kačerov,14.16983,-11.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U1502Z2,11,"Dolní Břežany,Náměstí",9.14803,35.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U1501Z2,12,"Dolní Břežany,Na kopečku",9.769589999999999,113.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U545Z2,13,Písnice,12.52688,75.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U546Z2,14,Ke Březině,12.90657,50.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U871Z2,15,Lipovická,13.1065,6.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U369Z2,16,Sídliště Písnice,13.608039999999999,28.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U783Z2,17,U Libušské sokolovny,14.08075,18.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U335Z2,18,Libuš,14.45076,58.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U804Z2,19,U Zvoničky,14.761420000000001,31.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U194Z2,20,Jalodvorská,15.120289999999999,5.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U749Z2,21,Tempo,15.98916,-29.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U656Z2,22,Sídliště Krč,16.32799,-52.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U893Z4,23,Zálesí,16.79198,-59.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U488Z7,24,Nemocnice Krč,17.344839999999998,-42.0
331_257_200302,Tuesday,2020-04-28,331_257_200302_28_Apr,U228Z5,25,Kačerov,18.70798,-61.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U1502Z2,7,"Dolní Břežany,Náměstí",5.53295,50.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U1501Z2,8,"Dolní Břežany,Na kopečku",6.15451,106.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U545Z2,9,Písnice,8.91179,69.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U546Z2,10,Ke Březině,9.29149,57.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U871Z2,11,Lipovická,9.49142,28.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U369Z2,12,Sídliště Písnice,9.99296,59.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U783Z2,13,U Libušské sokolovny,10.46567,82.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U335Z2,14,Libuš,10.83568,98.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U804Z2,15,U Zvoničky,11.146339999999999,92.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U194Z2,16,Jalodvorská,11.50521,68.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U749Z2,17,Tempo,12.374080000000001,42.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U656Z2,18,Sídliště Krč,12.71291,55.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U893Z4,19,Zálesí,13.1769,40.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U488Z7,20,Nemocnice Krč,13.72976,108.0
333_557_200302,Monday,2020-04-27,333_557_200302_27_Apr,U228Z5,21,Kačerov,15.092889999999999,119.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U1502Z2,14,"Dolní Břežany,Náměstí",9.387839999999999,100.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U1501Z2,15,"Dolní Břežany,Na kopečku",10.00941,58.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U545Z2,16,Písnice,12.766689999999999,34.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U546Z2,17,Ke Březině,13.14639,27.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U871Z2,18,Lipovická,13.34632,5.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U369Z2,19,Sídliště Písnice,13.84786,6.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U783Z2,20,U Libušské sokolovny,14.320570000000002,34.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U335Z2,21,Libuš,14.690570000000001,34.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U804Z2,22,U Zvoničky,15.00124,16.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U194Z2,23,Jalodvorská,15.3601,9.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U749Z2,24,Tempo,16.22898,-4.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U656Z2,25,Sídliště Krč,16.56781,19.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U893Z4,26,Zálesí,17.0318,15.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U488Z7,27,Nemocnice Krč,17.58466,91.0
333_1064_200302,Monday,2020-04-27,333_1064_200302_27_Apr,U228Z5,28,Kačerov,18.947789999999998,162.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U1502Z2,14,"Dolní Břežany,Náměstí",9.387839999999999,62.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U1501Z2,15,"Dolní Břežany,Na kopečku",10.00941,16.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U545Z2,16,Písnice,12.766689999999999,13.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U546Z2,17,Ke Březině,13.14639,-4.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U871Z2,18,Lipovická,13.34632,-18.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U369Z2,19,Sídliště Písnice,13.84786,44.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U783Z2,20,U Libušské sokolovny,14.320570000000002,37.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U335Z2,21,Libuš,14.690570000000001,64.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U804Z2,22,U Zvoničky,15.00124,30.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U194Z2,23,Jalodvorská,15.3601,18.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U749Z2,24,Tempo,16.22898,-28.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U656Z2,25,Sídliště Krč,16.56781,-5.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U893Z4,26,Zálesí,17.0318,-17.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U488Z7,27,Nemocnice Krč,17.58466,33.0
333_1012_200302,Monday,2020-04-27,333_1012_200302_27_Apr,U228Z5,28,Kačerov,18.947789999999998,113.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U1502Z2,14,"Dolní Břežany,Náměstí",9.79442,49.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U1501Z2,15,"Dolní Břežany,Na kopečku",10.415989999999999,-10.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U545Z2,16,Písnice,13.17327,26.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U546Z2,17,Ke Březině,13.55296,6.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U871Z2,18,Lipovická,13.7529,-23.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U369Z2,19,Sídliště Písnice,14.254439999999999,19.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U783Z2,20,U Libušské sokolovny,14.72715,41.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U335Z2,21,Libuš,15.09715,84.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U804Z2,22,U Zvoničky,15.407820000000001,59.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U194Z2,23,Jalodvorská,15.76668,31.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U749Z2,24,Tempo,16.63555,5.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U656Z2,25,Sídliště Krč,16.97438,29.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U893Z4,26,Zálesí,17.43838,21.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U488Z7,27,Nemocnice Krč,17.991239999999998,37.0
333_1072_200302,Thursday,2020-04-30,333_1072_200302_30_Apr,U228Z5,28,Kačerov,19.35437,59.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U1502Z2,2,"Dolní Břežany,Náměstí",0.15836,67.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U1501Z2,3,"Dolní Břežany,Na kopečku",0.77992,15.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U545Z2,4,Písnice,3.53721,22.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U546Z2,5,Ke Březině,3.9169,32.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U871Z2,6,Lipovická,4.11683,5.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U369Z2,7,Sídliště Písnice,4.61837,23.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U783Z2,8,U Libušské sokolovny,5.091080000000001,20.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U335Z2,9,Libuš,5.46109,31.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U804Z2,10,U Zvoničky,5.77175,15.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U194Z2,11,Jalodvorská,6.1306199999999995,-1.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U749Z2,12,Tempo,6.99949,-9.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U656Z2,13,Sídliště Krč,7.3383199999999995,-13.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U893Z4,14,Zálesí,7.80231,-1.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U488Z7,15,Nemocnice Krč,8.35517,19.0
333_751_200302,Thursday,2020-04-30,333_751_200302_30_Apr,U228Z5,16,Kačerov,9.71831,60.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U1502Z2,7,"Dolní Břežany,Náměstí",5.53295,134.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U1501Z2,8,"Dolní Břežany,Na kopečku",6.15451,134.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U545Z2,9,Písnice,8.91179,7.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U546Z2,10,Ke Březině,9.29149,7.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U871Z2,11,Lipovická,9.49142,7.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U369Z2,12,Sídliště Písnice,9.99296,7.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U783Z2,13,U Libušské sokolovny,10.46567,7.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U335Z2,14,Libuš,10.83568,7.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U804Z2,15,U Zvoničky,11.146339999999999,30.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U194Z2,16,Jalodvorská,11.50521,30.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U749Z2,17,Tempo,12.374080000000001,30.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U656Z2,18,Sídliště Krč,12.71291,48.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U893Z4,19,Zálesí,13.1769,48.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U488Z7,20,Nemocnice Krč,13.72976,48.0
333_557_200302,Thursday,2020-04-30,333_557_200302_30_Apr,U228Z5,21,Kačerov,15.092889999999999,-28.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U1502Z2,12,"Dolní Břežany,Náměstí",8.67399,-30.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U1501Z2,13,"Dolní Břežany,Na kopečku",9.29555,57.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U545Z2,14,Písnice,12.05284,11.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U546Z2,15,Ke Březině,12.43253,11.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U871Z2,16,Lipovická,12.63246,11.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U369Z2,17,Sídliště Písnice,13.134,19.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U783Z2,18,U Libušské sokolovny,13.606710000000001,44.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U335Z2,19,Libuš,13.976720000000002,43.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U804Z2,20,U Zvoničky,14.287379999999999,46.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U194Z2,21,Jalodvorská,14.64625,46.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U749Z2,22,Tempo,15.515120000000001,11.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U656Z2,23,Sídliště Krč,15.85395,11.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U893Z4,24,Zálesí,16.31794,27.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U488Z7,25,Nemocnice Krč,16.8708,35.0
333_1115_200302,Thursday,2020-04-30,333_1115_200302_30_Apr,U228Z5,26,Kačerov,18.23394,108.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U1502Z2,14,"Dolní Břežany,Náměstí",9.387839999999999,18.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U1501Z2,15,"Dolní Břežany,Na kopečku",10.00941,18.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U545Z2,16,Písnice,12.766689999999999,-4.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U546Z2,17,Ke Březině,13.14639,-4.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U871Z2,18,Lipovická,13.34632,-4.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U369Z2,19,Sídliště Písnice,13.84786,-4.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U783Z2,20,U Libušské sokolovny,14.320570000000002,46.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U335Z2,21,Libuš,14.690570000000001,46.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U804Z2,22,U Zvoničky,15.00124,14.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U194Z2,23,Jalodvorská,15.3601,14.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U749Z2,24,Tempo,16.22898,18.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U656Z2,25,Sídliště Krč,16.56781,76.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U893Z4,26,Zálesí,17.0318,90.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U488Z7,27,Nemocnice Krč,17.58466,94.0
333_1064_200302,Thursday,2020-04-30,333_1064_200302_30_Apr,U228Z5,28,Kačerov,18.947789999999998,80.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U1502Z2,12,"Dolní Břežany,Náměstí",8.67399,35.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U1501Z2,13,"Dolní Břežany,Na kopečku",9.29555,-22.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U545Z2,14,Písnice,12.05284,-32.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U546Z2,15,Ke Březině,12.43253,-45.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U871Z2,16,Lipovická,12.63246,-59.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U369Z2,17,Sídliště Písnice,13.134,-44.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U783Z2,18,U Libušské sokolovny,13.606710000000001,-2.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U335Z2,19,Libuš,13.976720000000002,24.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U804Z2,20,U Zvoničky,14.287379999999999,-2.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U194Z2,21,Jalodvorská,14.64625,-1.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U749Z2,22,Tempo,15.515120000000001,-37.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U656Z2,23,Sídliště Krč,15.85395,-6.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U893Z4,24,Zálesí,16.31794,-20.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U488Z7,25,Nemocnice Krč,16.8708,-24.0
333_1052_200302,Thursday,2020-04-30,333_1052_200302_30_Apr,U228Z5,26,Kačerov,18.23394,-3.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U1502Z2,14,"Dolní Břežany,Náměstí",9.387839999999999,32.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U1501Z2,15,"Dolní Břežany,Na kopečku",10.00941,-23.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U545Z2,16,Písnice,12.766689999999999,-14.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U546Z2,17,Ke Březině,13.14639,1.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U871Z2,18,Lipovická,13.34632,-9.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U369Z2,19,Sídliště Písnice,13.84786,-13.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U783Z2,20,U Libušské sokolovny,14.320570000000002,12.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U335Z2,21,Libuš,14.690570000000001,36.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U804Z2,22,U Zvoničky,15.00124,5.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U194Z2,23,Jalodvorská,15.3601,2.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U749Z2,24,Tempo,16.22898,-5.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U656Z2,25,Sídliště Krč,16.56781,13.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U893Z4,26,Zálesí,17.0318,48.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U488Z7,27,Nemocnice Krč,17.58466,29.0
333_1094_200302,Thursday,2020-04-30,333_1094_200302_30_Apr,U228Z5,28,Kačerov,18.947789999999998,66.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U1502Z2,14,"Dolní Břežany,Náměstí",13.17849,50.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U1501Z2,15,"Dolní Břežany,Na kopečku",13.80006,50.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U545Z2,16,Písnice,16.55734,39.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U546Z2,17,Ke Březině,16.93703,39.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U871Z2,18,Lipovická,17.13697,39.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U369Z2,19,Sídliště Písnice,17.63851,39.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U783Z2,20,U Libušské sokolovny,18.11122,39.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U335Z2,21,Libuš,18.48122,104.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U804Z2,22,U Zvoničky,18.79189,104.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U194Z2,23,Jalodvorská,19.15075,104.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U749Z2,24,Tempo,20.01962,50.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U656Z2,25,Sídliště Krč,20.35845,50.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U893Z4,26,Zálesí,20.82245,69.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U488Z7,27,Nemocnice Krč,21.37531,9.0
331_241_200302,Thursday,2020-04-30,331_241_200302_30_Apr,U228Z5,28,Kačerov,22.73844,64.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U1502Z2,8,"Dolní Břežany,Náměstí",4.60988,103.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U1501Z2,9,"Dolní Břežany,Na kopečku",5.23144,108.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U545Z2,10,Písnice,7.98873,70.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U546Z2,11,Ke Březině,8.36842,54.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U871Z2,12,Lipovická,8.56835,49.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U369Z2,13,Sídliště Písnice,9.06989,52.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U783Z2,14,U Libušské sokolovny,9.54261,81.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U335Z2,15,Libuš,9.91261,81.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U804Z2,16,U Zvoničky,10.22327,81.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U194Z2,17,Jalodvorská,10.582139999999999,28.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U749Z2,18,Tempo,11.45101,-2.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U656Z2,19,Sídliště Krč,11.78984,-2.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U893Z4,20,Zálesí,12.25383,94.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U488Z7,21,Nemocnice Krč,12.80669,77.0
331_260_200302,Thursday,2020-04-30,331_260_200302_30_Apr,U228Z5,22,Kačerov,14.16983,59.0
